kind,tx_hash,log_index,block_number,timestamp,chain_id,contract_address,token,amount_raw,extra
shield,7f745493852efe4a7bcf2ab75e81587bfc407e151a3baa542095fb0b6f27fc13,13,16101205,1670033327,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,9476250000000000000000,{'commitment_index': 0}
shield,73e998e84d8dea9ba57fc092ab43a459db8f687d458fa9fa5643d93b94c29d07,18,16101287,1670034335,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,4094751223620719740667,{'commitment_index': 0}
shield,ae369e04aa1eb0ec8870519621ba2a369c741eb9cb5624eb832801eff10ed358,25,16102613,1670050283,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1015860826284374466,{'commitment_index': 0}
shield,252091b59dd524fb7f6ae897bb6434c13a401fb847c87aadbe290d06908ddcb9,94,16104104,1670068295,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,49875000000000000,{'commitment_index': 0}
shield,f0b8d57110bbc11c947f7305ca9faf3c397e5f7935c191adbf6349346cca9b84,28,16105099,1670080295,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,740808707289120078981,{'commitment_index': 0}
shield,ec32bc5ca6a0d74b55322297219c7d33b5ead3aecd296058667da1f8123496ad,24,16105209,1670081639,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,492171179426826908339,{'commitment_index': 0}
shield,39522742266cb8311e52e23fb85a0f92f2c2303d1ef7c9150cda0709bd39ec9b,61,16105562,1670085887,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2435032248662403,{'commitment_index': 0}
shield,db458b69fefd0c1e0f3578a81481043d771ce9d60c829bb7cd6284b9e479f044,22,16106055,1670091851,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,986533761392652606,{'commitment_index': 0}
shield,5f51a2a945c36823b379a7c01fa0806415d5a1826c8b64115d1225f6ce3ef664,182,16106184,1670093435,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1991875842954713990,{'commitment_index': 0}
shield,cb356d48797261d90094dbd009112997fecd3980022806055b68c4453936c009,124,16106287,1670094683,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9965523339357695589,{'commitment_index': 0}
shield,6d4e23eff530cf6101b7eddff760a279261d64611fce82701e74bd434f146b05,45,16106316,1670095031,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,75535293523094229649,{'commitment_index': 0}
shield,32475b32c5d28084347d12bf1a5ccdf4fe097bc09faf5e00bf2b6b356e3cc969,77,16107932,1670114471,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1396500000000000000,{'commitment_index': 0}
shield,4cd3f6b50a189a81aa93949e6ff8f9426079434992977612af1742224f42da4b,8,16109474,1670133083,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,81320297454473056,{'commitment_index': 0}
shield,7fc09cd7e2530931b30cf5e3fe4106bc4cc0140af7f1d45cc8150e07d97ec50d,231,16111827,1670161535,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,5985000000000000,{'commitment_index': 0}
shield,3347e890c6c70a5e767668fcdbac6e0e59a78fa7db15b1a12a55e782dc6f9c5c,167,16112837,1670173751,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,5878700264830968,{'commitment_index': 0}
shield,7c5f73018ff58978b3e85a4c83d98742e953be262890ac649e81338989ee62cd,268,16112873,1670174183,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1086118158624736,{'commitment_index': 0}
shield,7a8eb4b656bbfa0d27117bc6789f3ec74d4f88ef53a8de633b3a13bef899cfd1,71,16113517,1670181971,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1539108313657081956,{'commitment_index': 0}
shield,8971b1f11c897682606a17628120d609d65c49c61de530e781f9c314055d502a,77,16114371,1670192267,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,99750000000000000,{'commitment_index': 0}
shield,853888921b5aa669a8e4119e78edfa1d76fac7b30fe6f5b6a9e3a056d9c183a9,81,16114433,1670193011,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,15999900000000000000,{'commitment_index': 0}
shield,46aa57d7004e4affa3eeb9f1b699c453be93b377976440779e46bd96308776f8,60,16115520,1670206151,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,199500000000000000,{'commitment_index': 0}
shield,9716f6e65b447dff20e7e89023d8e729778fa151a6d2c47745d639808877f244,70,16115526,1670206223,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xdAC17F958D2ee523a2206206994597C13D831ec7,2012879295,{'commitment_index': 0}
shield,45396bde750de99c49225db86b3ea9f00c72fcb7780bd98283db7b5669c3d50c,29,16115794,1670209463,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,137040177097953166670,{'commitment_index': 0}
shield,70547a1fc172197ad04749a0e8a96302b9667c5e544cba401c30a75599450f88,60,16116388,1670216615,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,2310233487825032047588,{'commitment_index': 0}
shield,63d40ed279ccf1544d2d009868acc354eb94da3589734c8af9f710197ee6f82d,68,16117256,1670227055,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,49875000000000000000000,{'commitment_index': 0}
shield,06a34bfca56cfee25cdc502d68e5e82c7964d6a15934f1441dd29067040c2084,67,16117436,1670229215,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,57088920000000000000000,{'commitment_index': 0}
shield,4c365d10f81a3ce380ca07d38adccb924fa1b8a967d9c9c0b4539abe90426cbe,68,16117593,1670231099,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,65180386778586619714810,{'commitment_index': 0}
shield,4c1011b1af900058c68fa3042a7364602f924e71cdf8512cd5f0ea9a4ca547ac,15,16117602,1670231207,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,504045629995035627,{'commitment_index': 0}
unshield,495d2126a9f62a6a6acf38fcadba0d1ca632b5c7fb8262f64a0cd964a6a66955,161,16100788,1670028311,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,498750000000000000,{}
