tx_hash,log_index,block_number,timestamp,timestamp_iso,chain_id,contract_address,token,token_label,amount_raw,n_feasible,anonymity_score,entropy_bits,entropy_norm,subset_sum_explanations,max_weight,weight_top1,weight_top2,weight_top3,is_selected_example,amount_sigma_used,amount_sigma_fraction,time_decay_hours_used,entropy_weight_used,multiplicity_weight_used
f8b50b2a2ec5578e1420217120af870c70ef6271ad74afde30fec70c18c63fef,17,16080462,1669783031,2022-11-30T04:37:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),24937500000000000,4,1.0464073498895192e-28,2.9897352853986264e-28,1.4948676426993132e-28,0,1.0,1.0,1e-30,1e-30,False,1246875000000000.0,0.05,96.0,0.7,0.3
ca83b55f7925d07e8c8682ae9a8f911d2b27c55f95ecac7cc056372da4beec35,8,16080792,1669787015,2022-11-30T05:43:35+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),17456250000000000000000,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,8.728125e+20,0.05,96.0,0.7,0.3
a5c712fc1be3c718d0ca5a2119e5bc9f8c5b152eaba6e8fa02a49c713d4fcded,3,16080807,1669787195,2022-11-30T05:46:35+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC (0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48),17250765000,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,862538250.0,0.05,96.0,0.7,0.3
817dddac747363483e2d0848cf3a093eaf4a2fac6521901b6b9a71d97538d07d,9,16082258,1669804727,2022-11-30T10:38:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT (0xdAC17F958D2ee523a2206206994597C13D831ec7),1999987500,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,99999375.0,0.05,96.0,0.7,0.3
0ebabcd6a089cc2857dc2673f68e2e8162129f1a550e354b5ab310bc883b4eea,32,16083850,1669823987,2022-11-30T15:59:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),498750000000000000000,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,2.49375e+19,0.05,96.0,0.7,0.3
5b771ae60ea4858ab66cb34a0ed024ebbde9a848177521537f7b4559df651720,141,16084270,1669829039,2022-11-30T17:23:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),10206978600000000000000,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,5.1034893e+20,0.05,96.0,0.7,0.3
5b771ae60ea4858ab66cb34a0ed024ebbde9a848177521537f7b4559df651720,144,16084270,1669829039,2022-11-30T17:23:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,22911577500000000000000,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,0.0,0.02,72.0,0.7,0.3
e3f4857230eaa55d50a868cf519a0b9e2986a5e3108b92b482b060e952e74820,24,16084817,1669835627,2022-11-30T19:13:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),95544836780937321,4,1.0464073498895192e-28,2.9897352853986264e-28,1.4948676426993132e-28,0,1.0,1.0,1e-30,1e-30,False,4777241839046867.0,0.05,96.0,0.7,0.3
a3b45feb55362736bf7eb509239b98db05ab523d790bc614315fdc979399c4ae,41,16085085,1669838891,2022-11-30T20:08:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),249375000000000000,4,1.0464073498895192e-28,2.9897352853986264e-28,1.4948676426993132e-28,0,1.0,1.0,1e-30,1e-30,False,1.246875e+16,0.05,96.0,0.7,0.3
cab3b16eee6efa57076b84881746b55ba6acf88c514bfa324c82b95525190ee1,100,16085296,1669841447,2022-11-30T20:50:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT (0xdAC17F958D2ee523a2206206994597C13D831ec7),368930388,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,18446519.400000002,0.05,96.0,0.7,0.3
7a52efd55a7d04508da18049785ec0a9229e73dba041bdb442efb9a414e05244,13,16086713,1669858607,2022-12-01T01:36:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),1885275000000000000,6,8.637033447987676e-10,3.1894867972174994e-09,1.2338619211410967e-09,0,0.9999999999083145,0.9999999999083145,9.168562350899406e-11,1e-30,False,9.426375e+16,0.05,96.0,0.7,0.3
e3015ade1c37b8edb83e076e6ab1d4902a8e9efe8200ebbc98c8fbe9ebf30d8e,79,16088747,1669883099,2022-12-01T08:24:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC (0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48),2716192500,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,135809625.0,0.05,96.0,0.7,0.3
6a72e2e8f17898b33fb4af87b0650f7a7bee1c05c5fb6a50a01aba17b271d7a8,18,16089919,1669897247,2022-12-01T12:20:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC (0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48),1995000000,4,2.357960953791532e-20,6.737031296547235e-20,3.3685156482736175e-20,0,1.0,1.0,9.650269089267572e-22,1e-30,False,99750000.0,0.05,96.0,0.7,0.3
a12d0fac4dacb4f137a782296b63a7b29a3a662ef8fea2269efff214b45dbbc5,29,16091521,1669916603,2022-12-01T17:43:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC (0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48),4375000088,5,1.2017683087816503e-28,3.986313713864835e-28,1.7168118696880718e-28,0,1.0,1.0,1e-30,1e-30,False,218750004.4,0.05,96.0,0.7,0.3
10385f96dd55fbacc78929a82f9ba4b4419d59bdf8167fdf194e34e6e797f65b,163,16093536,1669940891,2022-12-02T00:28:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x9565c2036963697786705120Fc59310F747bCfD0,0x9565c2036963697786705120Fc59310F747bCfD0,109194724070844909954260746,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,0.0,0.02,72.0,0.7,0.3
73d70d575536ec1bbfa49ccb9e402f86c24353b0bf39b4842fdf7a55480f7b2c,123,16096341,1669974671,2022-12-02T09:51:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),920113863347360162,10,1.0437290666304967e-10,4.953132728414873e-10,1.4910415237578526e-10,0,0.9999999999868219,0.9999999999868219,1.3178224208405922e-11,1e-30,False,4.600569316736801e+16,0.05,96.0,0.7,0.3
789823a299a3fe1c56ebcb10ffdb44a3224d42e4f4a8323cc2dfbc85bbafd9f5,18,16096476,1669976291,2022-12-02T10:18:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),130524902314654357007,11,2.0165303923571679e-28,9.965784284662088e-28,2.880757703367383e-28,0,1.0,1.0,1e-30,1e-30,False,6.526245115732718e+18,0.05,96.0,0.7,0.3
7dc9e1659a37ebd2d2d4541bb5f64acc63d05e7a40667f43c84570c860da2fe9,18,16096587,1669977623,2022-12-02T10:40:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),129914400000000000000,12,0.19526000005534708,0.9999996829846146,0.2789428572219244,0,0.5003314651598871,0.5003314651598871,0.4996685348401129,1e-30,False,6.49572e+18,0.05,96.0,0.7,0.3
04c50d5b4719d855679c4ef1fe813031dbe9cf485beeae891a5741659b621aa2,15,16096615,1669977959,2022-12-02T10:45:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),165093929148805518750000,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,8.254696457440275e+21,0.05,96.0,0.7,0.3
a87a5334793b1348069123c24a1ccdb48a9faf2305ba9975b015bbd2d3da03fb,9,16096673,1669978667,2022-12-02T10:57:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),729957601780382451,12,5.283212210029168e-20,2.7057310937581023e-19,7.547446014327384e-20,0,1.0,1.0,3.990488846380024e-21,2.0578676381890975e-24,False,3.649788008901913e+16,0.05,96.0,0.7,0.3
f00304bbbb6079a2dfd74936dc0de7e768d8792c9b0b4d0fee25f711e275bb8f,10,16097264,1669985807,2022-12-02T12:56:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),9875250000000000000000,3,8.802793752015417e-29,1.9931568569324176e-28,1.257541964573631e-28,0,1.0,1.0,1e-30,1e-30,False,4.937625e+20,0.05,96.0,0.7,0.3
1768a25548625fcb3fec82a46f510424f7b21f4750a4791d53e0e4dc0f83168a,101,16097431,1669987811,2022-12-02T13:30:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),139423568396416409,12,2.1405116225472832e-28,1.0962362713128297e-27,3.057873746496119e-28,0,1.0,1.0,1e-30,1e-30,False,6971178419820821.0,0.05,96.0,0.7,0.3
2e59eefdfb63ecf03c7d044a3b47742bb30209fe9f6140447e88507834bedf01,106,16097447,1669988003,2022-12-02T13:33:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),70822500000000000000,12,0.1669639088410289,0.8550847888127344,0.23851986977289844,0,0.720268436737403,0.720268436737403,0.27973156326254595,5.103428622022707e-14,False,3.541125e+18,0.05,96.0,0.7,0.3
495d2126a9f62a6a6acf38fcadba0d1ca632b5c7fb8262f64a0cd964a6a66955,161,16100788,1670028311,2022-12-03T00:45:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),498750000000000000,14,0.15498196439292744,0.8429590642308125,0.22140280627561065,0,0.7314801988868187,0.7314801988868187,0.26819392518481633,0.0003258759280694584,False,2.49375e+16,0.05,96.0,0.7,0.3
ca7ccd128faa9be43d049626db4b8f077ffd725b0a6c387a348f43a20d081b3f,14,16103464,1670060543,2022-12-03T09:42:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC (0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48),500745000,7,2.4816867590951905e-09,9.952822197358668e-09,3.5452667987074152e-09,0,0.9999999996990605,0.9999999996990605,3.009394945371782e-10,1e-30,False,25037250.0,0.05,96.0,0.7,0.3
5a6dd092dcefc2f2167355a0cc2f0352941a9cef8f5443f9a03ca556a48e4c7c,485,16104269,1670070287,2022-12-03T12:24:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),997500000000000,17,2.7307106712209825e-28,1.594525485545934e-27,3.901015244601404e-28,0,1.0,1.0,1e-30,1e-30,False,49875000000000.0,0.05,96.0,0.7,0.3
f0b8d57110bbc11c947f7305ca9faf3c397e5f7935c191adbf6349346cca9b84,13,16105099,1670080295,2022-12-03T15:11:35+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),299250000000000000,17,0.3016463239459809,1.3328116290413705,0.32607308758644726,1,0.5253941939072869,0.5253941939072869,0.38360258016240933,0.09100178368803415,False,1.49625e+16,0.05,96.0,0.7,0.3
ec32bc5ca6a0d74b55322297219c7d33b5ead3aecd296058667da1f8123496ad,9,16105209,1670081639,2022-12-03T15:33:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),199500000000000000,17,0.1696327404020687,0.9905250329327442,0.24233248628866957,0,0.5572470846196211,0.5572470846196211,0.44275283637908286,7.900097217628048e-08,False,9975000000000000.0,0.05,96.0,0.7,0.3
ef50cdc7c95c51e1eeb87d47a66f17a635240b474f2990386d219323e35d88bc,16,16106158,1670093099,2022-12-03T18:44:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),933918149886734944,19,0.24263065743225867,1.472396350444853,0.3466152249032267,0,0.44747911078862124,0.44747911078862124,0.3919924387845636,0.1605284503683671,False,4.669590749433675e+16,0.05,96.0,0.7,0.3
45756e979f5cc66e8f5713cdab4a5050afb3f8daa01be8b9d5d9c944d66145ed,38,16106216,1670093819,2022-12-03T18:56:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),1940651177804181982,20,0.15313379434920368,0.9454760686778958,0.21876256335600527,0,0.636591632686997,0.636591632686997,0.3634083673107361,2.2667779942728573e-12,False,9.70325588902091e+16,0.05,96.0,0.7,0.3
bfb9bb376f82170b45ce35273beed20517749a29f034d799b6a8bb45e2b47689,186,16106302,1670094863,2022-12-03T19:14:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),9902363943129266619,21,1.0365209959111158e-22,6.503898899166267e-22,1.4807442798730227e-22,0,1.0,1.0,8.486144437533659e-24,1e-30,False,4.9511819715646336e+17,0.05,96.0,0.7,0.3
ca5a14662330a46b05efcb914567000082fe65dca9a3de27d1ab61e62a3f7dad,31,16106325,1670095139,2022-12-03T19:18:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),75292868874157649409,22,3.2851054016004585e-28,2.0928146997790376e-27,4.693007716572084e-28,0,1.0,1.0,1e-30,1e-30,False,3.764643443707883e+18,0.05,96.0,0.7,0.3
9103b64066e21070d037752af23b85d7e913a1bd1f02343d3829a8726e2776e3,17,16106443,1670096579,2022-12-03T19:42:59+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),349125000000000000,22,0.22730159055763216,1.0194798569989343,0.22861206184622795,1,0.585979933975255,0.585979933975255,0.4087207996838508,0.00529926605824319,False,1.745625e+16,0.05,96.0,0.7,0.3
ce236ee99804e86468b0241d2706dab2e2ab26886adc1ab033df2fc445ff2eff,39,16107970,1670114951,2022-12-04T00:49:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),1365815604734715245,23,0.06329408131429141,0.40902099753843957,0.09042011616327345,0,0.9180574084801905,0.9180574084801905,0.08194066522898508,1.6737714642364158e-06,False,6.829078023673576e+16,0.05,96.0,0.7,0.3
3cac95b92ae3c1dc0679339e10d2c9eb3c3f11f60b2cbee360b9174f9778cd9e,83,16108145,1670117051,2022-12-04T01:24:11+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI (0x6B175474E89094C44Da98b954EedeAC495271d0F),399000000000000000000,6,1.3493520693853924e-28,4.982892142331044e-28,1.9276458134077034e-28,0,1.0,1.0,1e-30,1e-30,False,1.995e+19,0.05,96.0,0.7,0.3
02621e04f045b129f8583fd9f41aaa99ff5d235651011cc609131fd74256a5b3,21,16109574,1670134283,2022-12-04T06:11:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),51280779436520542,24,2.2035263178786044e-20,1.4432979338322242e-19,3.147894739826578e-20,0,1.0,1.0,2.1011982643864513e-21,2.195639110849557e-30,False,2564038971826027.5,0.05,96.0,0.7,0.3
a395d65db646e6f04276562a6e06b2283a96fa55ff38f991cb255abbece61957,274,16113559,1670182487,2022-12-04T19:34:47+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),1576050000000000000,28,0.05019384231806524,0.34471373560676316,0.07170548902580749,0,0.9358332251133763,0.9358332251133763,0.06408870459749076,5.135240610349706e-05,False,7.88025e+16,0.05,96.0,0.7,0.3
b3d9783add298da51e04f4896216916a9a4bcb74e472c0709b8874468b30e047,234,16114404,1670192663,2022-12-04T22:24:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),9975000000000000,29,0.06175404973846323,2.3102804947739824e-12,4.755639219443496e-13,1,0.99999999999995,0.99999999999995,4.2183969693816894e-14,7.764921976201616e-15,False,498750000000000.0,0.05,96.0,0.7,0.3
4a6f56fbd896b70f514496badc3b90b4984184968750efb9f52a99aab0c00409,267,16114444,1670193143,2022-12-04T22:32:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH (0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2),16009875000000000000,30,0.06113851412907291,1.346627026239677e-11,2.744359182258633e-12,1,0.9999999999996867,0.9999999999996867,3.133140073397864e-13,1e-30,False,8.0049375e+17,0.05,96.0,0.7,0.3
e1837d3b116221b9000582b1e13a90b12f15068e964b4435138b4c512c9a13fa,40,16115575,1670206823,2022-12-05T02:20:23+00:00,1,0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT (0xdAC17F958D2ee523a2206206994597C13D831ec7),2007847097,3,0.34892635509095044,0.790050269046387,0.4984662215585006,0,0.7629794987748666,0.7629794987748666,0.2370205012251334,1e-30,False,100392354.85000001,0.05,96.0,0.7,0.3
